A000010,A000062,A000186,B000176,B000271,B000384,B000709,B000820,B000823,B000913,B001099,B001167,B001177,B001180,B001208,C000128,C000154,C000221,C000338,C000506,C000758,C000774,C000802,C000906,D000031,D000036,D000360,D000456,D000516,D000585,E000018,E000112,E000211,F000081,F000190,F000356,F000401,G000131,G000205,G000267,G000320,G000418,G000481,H000385,H000495,H000502,H000559,H000598,H000679,H000720,H000875,H000953,H000975,I000050,J000013,J000093,J000127,J000160,J000195,K000044,K000107,K000144,K000176,K000292,K000335,L000070,L000224,L000240,L000428,M000053,M000086,M000113,M000177,M000279,M000308,M000315,M000332,M000771,M000859,M001014,M001078,M001108,N000023,O000088,P000100,P000150,P000460,P000575,R000180,R000317,R000536,S000021,S000138,S000187,S000505,S000553,S000590,S000639,S000701,S000852,S001136,T000009,T000259,T000289,U000032,W000190,W000269,W000465,W000518,Y000047,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,1954-07-27,0,,unknown,hr9757,None,,"An Act to amend the Atomic Energy Act of 1946, as amended, and for other purposes",unknown
,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Present,Present,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,,Nay,,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Present,Present,Yea,Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,,Yea,Present,Yea,,Nay,Yea,Present,,Yea,,Yea,Yea,Yea,Present,Nay,Present,1954-07-28,0,,unknown,hr7839,None,House Financial Services,"An Act to aid in the provision and improvement of housing, the elimination and prevention of slums, and the conservation and development of urban communities",unknown
,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,1954-07-29,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-29,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,,Yea,Yea,Nay,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Present,Present,Nay,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,1954-07-29,0,,unknown,hr8300,None,House Ways and Means,An Act to revise the internal-revenue laws of the United States,unknown
,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Present,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Present,Nay,Yea,,Nay,Nay,Yea,,Nay,Yea,Yea,,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,1954-07-30,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-30,0,,unknown,sres295,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,,Nay,Nay,,Nay,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,1954-07-30,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,,Yea,Yea,,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-30,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Yea,Present,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Present,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Nay,Yea,Yea,,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,1954-07-30,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,,Yea,,Yea,Yea,Nay,Nay,Yea,Present,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,,Present,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-08-02,0,,unknown,sres301,,,,unknown
,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Not Voting,,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,,Yea,,Yea,Nay,Nay,Not Voting,Yea,Present,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Present,Yea,Yea,Yea,Present,Nay,Nay,Present,Nay,Nay,Yea,Nay,Present,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Present,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,,Yea,Nay,Nay,,Nay,Yea,Nay,,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,1954-08-03,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,,Nay,Not Voting,,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,,Yea,Nay,Nay,Not Voting,Yea,Present,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,,Yea,,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Nay,Nay,Yea,Nay,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,,Yea,Nay,Nay,,Nay,Yea,Nay,,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,1954-08-03,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,Not Voting,,Yea,Present,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Nay,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,,Yea,Yea,Nay,Nay,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Nay,Nay,Yea,Not Voting,Nay,1954-08-03,0,,unknown,hr9678,None,House International Relations,"An Act to promote the security and foreign policy of the United States by furnishing assistance to friendly nations, and for other purposes",unknown
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Not Voting,,Nay,Present,Present,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Present,Yea,Present,Nay,Present,Nay,Nay,Nay,Present,Present,Yea,Present,Present,Nay,Nay,Nay,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Present,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Yea,Present,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Present,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,,Nay,Present,Nay,,Yea,Present,Yea,,Nay,,Nay,Present,Nay,Present,Nay,Nay,1954-08-03,0,,unknown,hr9936,None,House Appropriations,"An Act making supplemental appropriations for the fiscal year ending June 30, 1955, and for other purposes",unknown
,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Present,,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,,Nay,Present,Nay,Present,Yea,Present,Nay,Nay,Yea,Present,Present,Yea,Present,Present,Nay,Nay,Nay,,Yea,Yea,Nay,Yea,Present,,Nay,,Nay,,Yea,Yea,Nay,Present,Nay,Nay,Present,Nay,Nay,Present,Yea,Yea,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Present,Present,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,,Nay,Present,Yea,,Nay,Yea,Nay,,Yea,,Yea,Present,Nay,Present,Present,Yea,1954-08-03,0,,unknown,hr9936,None,House Appropriations,"An Act making supplemental appropriations for the fiscal year ending June 30, 1955, and for other purposes",unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Not Voting,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,1954-08-08,0,,unknown,s3052,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Not Voting,Nay,Nay,,Nay,,Yea,Yea,Yea,Nay,Nay,Nay,1954-08-09,0,,unknown,s3052,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Not Voting,Nay,Nay,,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,1954-08-09,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Not Voting,Yea,Yea,,Yea,,Nay,Nay,Nay,Yea,Nay,Yea,1954-08-09,0,,unknown,s3052,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Not Voting,Nay,Nay,,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,1954-08-09,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Yea,Nay,Nay,Present,Yea,Not Voting,Nay,Not Voting,Present,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Not Voting,Nay,Yea,,Yea,,Nay,Nay,Nay,Present,Nay,Yea,1954-08-10,0,,unknown,s3052,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Present,Nay,Not Voting,Yea,Not Voting,Present,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Yea,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Nay,Nay,,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Present,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Not Voting,Yea,Nay,,Nay,,Yea,Yea,Present,Present,Yea,Nay,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Yea,,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,,Nay,,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,,Nay,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Present,Nay,Nay,,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,1954-08-10,0,,unknown,s3052,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Not Voting,Yea,Yea,Yea,Present,Nay,Nay,Yea,,Yea,,Not Voting,Yea,Nay,Nay,Yea,Present,Nay,Nay,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,,Nay,Nay,Yea,Present,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,,Not Voting,Nay,Nay,,Yea,,Yea,Yea,Yea,Nay,Yea,Nay,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Nay,Yea,Nay,Not Voting,Present,Yea,Nay,Present,Nay,Nay,Nay,,Present,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Present,,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Present,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Yea,,Nay,,Not Voting,Nay,Yea,Nay,Yea,Present,Nay,Yea,Nay,Not Voting,Present,Yea,Nay,Present,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,,Nay,,Yea,,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Present,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Present,Nay,Yea,,Yea,,Yea,Nay,Nay,Yea,Nay,Yea,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Present,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Present,,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,,Present,Yea,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Nay,,Yea,Nay,Yea,Nay,Nay,Present,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Yea,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Present,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,,Not Voting,Yea,Yea,,Yea,,Nay,Nay,Nay,Yea,Nay,Yea,1954-08-10,0,,unknown,s3052,,,,unknown
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Nay,,Yea,Nay,Yea,Nay,Nay,Present,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Yea,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Present,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,,Not Voting,Yea,Yea,,Yea,,Nay,Nay,Nay,Yea,Nay,Yea,1954-08-10,0,,unknown,s3052,,,,unknown
