A000062,A000161,A000186,B000201,B000271,B000384,B000436,B000536,B000593,B000656,B000823,S015,B001167,B001180,B001208,S017,C000120,C000128,C000154,C000189,C000220,C000221,C000338,C000388,C000444,C000758,C000802,C001006,D000360,D000390,D000456,D000585,E000018,E000112,E000181,E000211,F000245,F000401,G000267,G000320,G000508,H000291,H000297,H000385,H000559,H000561,H000598,H000720,H000875,H000953,J000013,J000064,J000195,J000267,J000269,K000036,K000044,K000144,K000335,L000122,L000415,L000425,L000428,M000053,M000113,M000311,M000332,M000445,M000582,M000671,M000730,M000859,M001014,M001022,M001033,M001078,M001100,M001121,N000052,P000100,P000166,S078,P000552,P000553,R000046,R000317,R000536,S000021,S000138,S000174,S000505,S000517,S000590,S000701,S000852,S001136,T000035,S096,T000322,W000465,W000502,W000518,Y000006,Y000047,Y000053,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,1961-08-16,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,1961-08-16,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,Nay,1961-08-17,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Yea,,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,1961-08-17,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Nay,Yea,1961-08-17,0,,unknown,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,1961-08-17,0,,Agreed To,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Nay,Nay,Yea,Yea,Nay,,Yea,,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Present,Nay,Nay,,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Not Voting,Yea,Nay,1961-08-18,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,,Present,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,,Nay,Nay,Yea,Present,Yea,Nay,1961-08-18,0,,unknown,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Nay,Nay,Nay,Yea,Yea,Nay,,Yea,,Present,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Not Voting,Yea,Not Voting,Yea,Nay,1961-08-18,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Present,Nay,Nay,1961-08-18,0,,Rejected,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Yea,1961-08-18,0,,Agreed To,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Nay,Not Voting,Nay,Yea,1961-08-18,0,,Agreed To,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Nay,Yea,1961-08-18,0,,Passed,s1983,None,Senate Foreign Relations,"An Act to promote the foreign policy, security, and general welfare of the United States by assisting peoples of the world in their efforts toward economic and social development and internal and external security, and for other purposes.",unknown
Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,,Yea,,Present,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Present,Not Voting,Nay,,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,Not Voting,1961-08-23,0,,Rejected,s1991,None,,"An Act relating to manpower requirements, resources, development, and utilization, and for other purposes",unknown
Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,,Nay,,Present,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Present,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,Yea,1961-08-23,0,,Passed,s1991,None,,"An Act relating to manpower requirements, resources, development, and utilization, and for other purposes",unknown
Nay,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,,Present,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Present,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,Yea,1961-08-23,0,,unknown,s1991,None,,"An Act relating to manpower requirements, resources, development, and utilization, and for other purposes",unknown
Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,,Present,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Present,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,1961-08-23,0,,Passed,s1991,None,,"An Act relating to manpower requirements, resources, development, and utilization, and for other purposes",unknown
Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,,Yea,,Present,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Present,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,,Present,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,1961-08-24,0,,Rejected,s2000,,,,unknown
Yea,Yea,Nay,Nay,Present,Yea,Yea,,Yea,,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Present,Nay,Yea,,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Present,Nay,,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Not Voting,Nay,,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,,Not Voting,Nay,Not Voting,Nay,Yea,Nay,1961-08-24,0,,Rejected,,,,,unknown
Nay,Nay,Yea,Yea,Present,Nay,Nay,,Nay,,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Present,Yea,Nay,,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Not Voting,Yea,,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,,Not Voting,Yea,Not Voting,Yea,Nay,Yea,1961-08-24,0,,Confirmed,,,,,unknown
Yea,Yea,Present,Yea,Yea,Nay,Yea,,Yea,,Present,Not Voting,Present,Present,Present,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Present,Yea,Nay,Not Voting,Nay,,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,Yea,Yea,Yea,1961-08-28,0,,Passed,hr7391,None,House Merchant Marine and Fisheries,"An Act to promote the conservation of migratory waterfowl by the acquisition of wet lands and other essential waterfowl habitat, and for other purposes",unknown
Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,,Present,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Present,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Not Voting,Nay,Yea,1961-08-30,0,,unknown,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,,Yea,,Present,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Present,Nay,Nay,,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Nay,1961-08-30,0,,Passed,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,,Yea,,Present,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Present,Nay,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Nay,1961-08-30,0,,Passed,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,,Nay,,Present,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Present,Nay,Nay,,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Nay,1961-08-30,0,,Agreed To,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,,Yea,,Present,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Present,Nay,Nay,,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Nay,1961-08-30,0,,Passed,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,,Yea,,Present,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Present,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Not Voting,Nay,Yea,1961-08-30,0,,Agreed To,hr7371,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",unknown
